year,consumption,assets,primary deficit,debt
2026.0,1.1080182217443006,3.5,0.06,0.0
2027.0,1.1080182217443006,3.440594059405941,0.06,0.0594059405940594
2028.0,1.1080182217443006,3.3805999411822376,0.06,0.11940005881776296
2029.0,1.1080182217443006,3.3200118217880026,0.06,0.17998817821199825
2030.0,1.1080182217443006,3.2588238200235278,0.06,0.24117617997647348
2031.0,1.1080182217443006,3.1970299964594044,0.06,0.30297000354059694
2032.0,1.1080182217443006,3.1346243528599924,0.06,0.3653756471400088
2033.0,1.1080182217443006,3.071600831601181,0.06,0.4283991683988208
2034.0,1.1080182217443006,3.007953315082381,0.06,0.492046684917621
2035.0,1.1080182217443006,2.943675625132702,0.06,0.5563243748673004
2036.0,1.1080182217443006,2.8787615224112435,0.06,0.6212384775887588
2037.0,1.1080182217443006,2.8132047058014535,0.06,0.6867952941985485
2038.0,1.1080182217443006,2.746998811799488,0.06,0.7530011882005143
2039.0,1.1080182217443006,2.680137413896513,0.06,0.8198625861034896
2040.0,1.1080182217443006,2.612614021954894,0.06,0.8873859780451084
2041.0,1.1080182217443006,2.54442208157821,0.06,0.9555779184217926
2042.0,1.1080182217443006,2.4755549734750235,0.06,1.0244450265249787
2043.0,1.1080182217443006,2.4060060128163605,0.06,1.093993987183642
2044.0,1.1080182217443006,2.3357684485868195,0.06,1.164231551413183
2045.0,1.1080182217443006,2.264835462929263,0.06,1.2351645370707394
2046.0,1.1080182217443006,2.1932001704830184,0.06,1.3067998295169845
2047.0,1.1080182217443006,2.1208556177155233,0.06,1.3791443822844793
2048.0,1.1080182217443006,2.047794782247361,0.06,1.4522052177526426
2049.0,1.1080182217443006,1.9740105721706018,0.06,1.5259894278294015
2050.0,1.1080182217443006,1.8994958253604097,0.06,1.6005041746395936
2051.0,1.0480182217443006,1.8242433087798198,0.052324243308779814,1.6757566912201838
2052.0,1.0480182217443006,1.807651658371699,0.04534766445477968,1.7441545231221458
2053.0,1.0480182217443006,1.7908957341971616,0.03900657595183699,1.8063220574647212
2054.0,1.0480182217443006,1.7739739097832723,0.03324309155015245,1.8628268065008442
2055.0,1.0480182217443006,1.7568845425534036,0.028004597806839168,1.9141845882980333
2056.0,1.0480182217443006,1.739625973667794,0.023243273790639573,1.9608642355156765
2057.0,1.0480182217443006,1.7221965278625246,0.018915654536311624,2.0032918752639897
2058.0,1.0480182217443006,1.7045945132869063,0.014982234263566024,2.041854819114437
2059.0,1.0480182217443006,1.686818221339252,0.011407105738436854,2.076905098772566
2060.0,1.0480182217443006,1.6688659265010266,0.00815763248490361,2.1087626796895584
2061.0,1.0480182217443006,1.650735886169354,0.005204150854464483,2.1377183819487655
2062.0,1.0480182217443006,1.6324263404878627,0.002519699233926742,2.1640365350912925
2063.0,1.0480182217443006,1.6139355121758618,7.97719194181811e-05,2.1879573911158863
2064.0,1.0480182217443006,1.5952616063558211,-0.002137904590204451,2.2096993176808137
2065.0,1.0480182217443006,1.576402810379146,-0.004153574922712943,2.2294607915289366
2066.0,1.0480182217443006,1.5573572936502271,-0.005985639640775116,2.247422210333468
2067.0,1.0480182217443006,1.5381232074487443,-0.007650823216201924,2.263747539504319
2068.0,1.0480182217443006,1.5186986847502173,-0.009164326703570052,2.27858580898832
2069.0,1.0480182217443006,1.4990818400447743,-0.01053996650694029,2.2920724737272438
2070.0,1.0480182217443006,1.4792707691541285,-0.01179030050643918,2.3043306501929193
2071.0,1.0480182217443006,1.4592635490467438,-0.012926742696082726,2.315472240287464
2072.0,1.0480182217443006,1.4390582376511674,-0.0139596673793429,2.325598952868446
2073.0,1.0480182217443006,1.4186528736675157,-0.01489850387363284,2.3348032322242305
2074.0,1.0480182217443006,1.398045476377095,-0.015751822588244885,2.343169101975329
2075.0,1.0480182217443006,1.3772340454501357,-0.01652741326152593,2.3507729321055355
2076.0,1.0480182217443006,1.3562165607516226,-0.017232356071498207,2.3576841361248713
2077.0,1.0480182217443006,1.334990982145203,-0.017873086269076972,2.3639658047285845
2078.0,1.0480182217443006,1.3135552492951557,-0.018455452923905987,2.369675281736712
2079.0,1.0480182217443006,1.291907281466395,-0.018984772319087212,2.3748646875718222
2080.0,1.0480182217443006,1.270044977322498,-0.019465876482232126,2.379581395053635
2081.0,1.0480182217443006,1.247966214721731,-0.01990315729586285,2.3838684618539365
2082.0,1.0480182217443006,1.2256688505110551,-0.020300606589836123,2.387765023559557
2083.0,1.0480182217443006,1.2031507203180956,-0.020661852581784105,2.3913066509315954
2084.0,1.0480182217443006,1.180409638341047,-0.020990192998227915,2.3945256746222205
2085.0,1.0480182217443006,1.157443397136503,-0.021288625178718427,2.397451480313304
2086.0,1.0480182217443006,1.1342497674051815,-0.021559873437817723,2.40011077697114
2087.0,1.0480182217443006,1.11082649777553,-0.021806413934702035,2.4025278406660844
2088.0,1.0480182217443006,1.0871713145851887,-0.022030497277414705,2.4047247361828754
2089.0,1.0480182217443006,1.0632819216602896,-0.022234169068117905,2.4067215184446713
2090.0,1.0480182217443006,1.0391560000925695,-0.022419288576895666,2.4085364155895514
2091.0,1.0480182217443006,1.014791208014278,-0.02258754571457684,2.41018599537074
2092.0,1.0480182217443006,0.9901851803708551,-0.022740476459518738,2.4116853163995824
2093.0,1.0480182217443006,0.9653355286913585,-0.022879476879178802,2.413048065611936
2094.0,1.0480182217443006,0.9402398408566196,-0.02300581587447379,2.4142866832128673
2095.0,1.0480182217443006,0.9148956808651011,-0.02312064676326666,2.4154124762402485
2096.0,1.0480182217443006,0.8893005885964389,-0.023225017808723943,2.416435721783947
2097.0,1.0480182217443006,0.8634520795726414,-0.02331988178865442,2.4173657608028734
2098.0,1.0480182217443006,0.837347644716925,-0.02340610469318529,2.4182110833963133
2099.0,1.0480182217443006,0.8109847501101619,-0.023484473630174738,2.418979406307974
2100.0,1.0480182217443006,0.784360836744916,-0.02355570401052752,2.419677743370256
2101.0,1.0480182217443006,0.7574733202770441,-0.023620446079006582,2.4203124695318157
2102.0,1.0480182217443006,0.7303195907748367,-0.02367929085015884,2.4208893790529165
2103.0,1.0480182217443006,0.7028970124656767,-0.023732775503542775,2.421413738399818
2104.0,1.0480182217443006,0.6752029234801883,-0.02378138828750956,2.421890334321061
2105.0,1.0480182217443006,0.6472346355938537,-0.02382557297630313,2.422323517544527
2106.0,1.0480182217443006,0.6189894339660701,-0.023865732921166987,2.4227172424941723
2107.0,1.0480182217443006,0.5904645768766253,-0.023902234732439288,2.4230751033889986
2108.0,1.0480182217443006,0.5616572954595624,-0.02393541162624916,2.423400367053801
2109.0,1.0480182217443006,0.5325647934344097,-0.02396556646636546,2.4236960027412153
2110.0,1.0480182217443006,0.5031842468347503,-0.023992974528966215,2.423964709237301
2111.0,1.0480182217443006,0.47351280373410437,-0.024017886015567695,2.4242089394981003
2112.0,1.0480182217443006,0.44354758396909566,-0.024040528337053,2.424430923042074
2113.0,1.0480182217443006,0.4132856788598788,-0.024061108189650533,2.424632686302834
2114.0,1.0480182217443006,0.3827241509277985,-0.02407981344181344,2.4248160711279607
2115.0,1.0480182217443006,0.351860033610252,-0.024096814849224872,2.4249827515927787
2116.0,1.0480182217443006,0.3206903309727298,-0.024112267613584967,2.425134249282584
2117.0,1.0480182217443006,0.2892120174180044,-0.024126312799409293,2.425271947182823
2118.0,1.0480182217443006,0.2574220373924402,-0.024139078621772392,2.4253971023040295
2119.0,1.0480182217443006,0.22531730508939524,-0.02415068161675192,2.4255108571567696
2120.0,1.0480182217443006,0.1928947041496863,-0.024161227705258068,2.4256142501813396
2121.0,1.0480182217443006,0.16015108735908928,-0.024170813159959694,2.4257082252274342
2122.0,1.0480182217443006,0.12708327634284278,-0.024179525484134046,2.42579364017032
2123.0,1.0480182217443006,0.09368806125712832,-0.024187444210462813,2.4258712747421707
2124.0,1.0480182217443006,0.059962200477496085,-0.024194641627066582,2.425941837650051
2125.0,1.0480182217443006,0.025902420284204117,-0.024201183437405453,2.4260059730455303
2126.0,1.0480182217443006,-0.008494585455556236,-0.024207129360069895,2.426064266404986
2127.0,1.0480182217443006,-0.04323215560858144,-0.024212533673937178,2.426117249874273
2128.0,1.0480182217443006,-0.07831366209975549,-0.024217445713670016,2.4261654071265553
2129.0,1.0480182217443006,-0.11374251023935698,-0.024221910320080656,2.4262091777776402
2130.0,1.0480182217443006,-0.14952213905360795,-0.02422596824947171,2.4262489613991214
2131.0,1.0480182217443006,-0.18565602161849504,-0.024229656545690512,2.4262851211659724
