year,debt_closed,debt_open,primary_deficit_closed,primary_deficit_open,capital,assets,consumption_closed,consumption_open,consumption_chg_closed,consumption_chg_open,anmp,r
2137.0,2.196614577514431,2.03957640507659,-0.01375859259006829,-0.0011207114153173885,8.901692711242777,8.980211797461893,1.4342237495128627,1.4374017337945735,-0.0037383399893695657,-0.0005603557076587773,0.01341256454235909,0.016272380131144515
2138.0,2.196633794387417,2.0395830014214633,-0.013760557664379374,-0.0011213780107618874,8.901683102806285,8.980208499289455,1.4342228247455293,1.4374014004968514,-0.0037392647567029424,-0.0005606890053808655,0.01341259212225504,0.016272435290936388
2139.0,2.196651304950585,2.0395889413808703,-0.013762348255480887,-0.001121978274992571,8.9016743475247,8.980205529309753,1.434221982090796,1.437401100364736,-0.0037401074114362665,-0.0005609891374962483,0.013412617253312636,0.016272485553051608
2140.0,2.196667260712876,2.039594290270055,-0.013763979856284454,-0.0011225188084594763,8.901666369643555,8.98020285486516,1.434221214257542,1.4374008300980026,-0.003740875244690356,-0.0005612594042296859,0.013412640152965088,0.016272531352356484
2141.0,2.196681799729937,2.0395991069049084,-0.01376546658400878,-0.0011230055548186785,8.901659100135026,8.980200446547732,1.4342205146020761,1.437400586724823,-0.0037415749001561416,-0.0005615027774092951,0.013412661019339717,0.016272573085105768
2142.0,2.1966950477987677,2.0396034442487037,-0.01376682130233916,-0.0011234438662881849,8.90165247610061,8.980198277875832,1.434219877070643,1.437400367569088,-0.0037422124315893424,-0.0005617219331441881,0.013412680032972274,0.016272611112370855
2143.0,2.196707119546266,2.0396073499944714,-0.013768055732738562,-0.001123838562500429,8.90164644022686,8.980196325002947,1.434219296147037,1.437400170220982,-0.0037427933551952286,-0.0005619192812502671,0.013412697358368642,0.01627264576316359
2144.0,2.1967181194211123,2.039610867089432,-0.013769180555873856,-0.001124193983498505,8.901640940289438,8.980194566455467,1.4342187668048667,1.437399992510483,-0.0037433226973655476,-0.0005620969917492502,0.013412713145428287,0.016272677337282895
2145.0,2.196728142597566,2.0396140342072364,-0.0137702055040351,-0.0011245140374588785,8.901635928701213,8.980192982896563,1.4342182844640596,1.437399832483503,-0.0037438050381726207,-0.0005622570187293618,0.013412727530741103,0.016272706107908527
2146.0,2.1967372757990025,2.0396168861732202,-0.013771139445347816,-0.001124802243665336,8.901631362100495,8.980191556913569,1.4342178449512304,1.4373996883803997,-0.003744244551001863,-0.0005624011218325897,0.013412740638769127,0.01627273232396456
2147.0,2.1967455980483237,2.0396194543473376,-0.013771990460507137,-0.0011250617712067032,8.901627200975835,8.980190272826512,1.4342174444635667,1.4373995586166288,-0.0037446450386655616,-0.0005625308856034295,0.013412752582923348,0.016272756212273018
