index,year,primary deficit,debt,MPC,consumption,assets,assets_chg,debt_chg,foreign_capital,income,savings_rate,debt_to_earnings
31,2057.0,0.018915654536311624,2.0032918752639897,0.75,1.0622049626465344,1.9975310935520187,-1.5024689064479813,2.0032918752639897,1.5024689064479813,1.052968843615341,-0.008771502677592429,1.902517712096532
32,2058.0,0.014982234263566024,2.041854819114437,0.75,1.059254897441975,1.9686088856641837,-1.5313911143358163,2.041854819114437,1.5313911143358163,1.0523903994575843,-0.006522767585041509,1.9402066192991076
33,2059.0,0.011407105738436854,2.076905098772566,0.75,1.0565735510481282,1.9423211759205867,-1.5576788240794133,2.076905098772566,1.5576788240794133,1.0518646452627125,-0.004476722177728131,1.9744984377280221
34,2060.0,0.00815763248490361,2.1087626796895584,0.75,1.0541364461079783,1.9184279902328423,-1.5815720097671577,2.1087626796895584,1.5815720097671577,1.0513867815489575,-0.0026152740430784817,2.005696397079313
35,2061.0,0.005204150854464483,2.1377183819487655,0.75,1.051921334885149,1.896711213538437,-1.603288786461563,2.1377183819487655,1.603288786461563,1.0509524460150694,-0.0009219150435905906,2.0340771745233783
36,2062.0,0.002519699233926742,2.1640365350912925,0.75,1.0499079961697457,1.876972598681542,-1.623027401318458,2.1640365350912925,1.623027401318458,1.0505576737179314,0.0006184120724057586,2.0598931303150176
37,2063.0,7.97719194181811e-05,2.1879573911158863,0.75,1.0480780506838643,1.8590319566630968,-1.6409680433369032,2.1879573911158863,1.6409680433369032,1.0501988608775625,0.0020194367683145937,2.083374370914471
38,2064.0,-0.002137904590204451,2.2096993176808137,0.75,1.0464147933016472,1.8427255117394008,-1.6572744882605992,2.2096993176808137,1.6572744882605992,1.0498727319790886,0.0032936741493637058,2.104730650081144
39,2065.0,-0.004153574922712943,2.2294607915289366,0.75,1.044903040552266,1.827904406353309,-1.672095593646691,2.2294607915289366,1.672095593646691,1.0495763098713669,0.0044525293446016235,2.124153118320833
40,2066.0,-0.005985639640775116,2.247422210333468,0.75,1.0435289920137192,1.8144333422499108,-1.6855666577500892,2.247422210333468,1.6855666577500892,1.0493068885892989,0.005506393447342726,2.141815930852155
41,2067.0,-0.007650823216201924,2.263747539504319,0.75,1.0422801043321492,1.802189345371773,-1.697810654628227,2.263747539504319,1.697810654628227,1.0490620086517362,0.006464731601807868,2.157877723942846
42,2068.0,-0.009164326703570052,2.27858580898832,0.75,1.041144976716623,1.7910606432587721,-1.7089393567412279,2.27858580898832,1.7089393567412279,1.048839434609476,0.007336163800627887,2.1724829690797494
43,2069.0,-0.01053996650694029,2.2920724737272438,0.75,1.0401132468640955,1.780945644704579,-1.719054355295421,2.2920724737272438,1.719054355295421,1.0486371346383923,0.008128538931854768,2.185763214000268
44,2070.0,-0.01179030050643918,2.3043306501929193,0.75,1.0391754963644713,1.7717520123553225,-1.7282479876446775,2.3043306501929193,1.7282479876446775,1.048453261991407,0.008849002586261083,2.1978382191459147
45,2071.0,-0.012926742696082726,2.315472240287464,0.75,1.0383231647222386,1.7633958197844144,-1.7366041802155856,2.315472240287464,1.7366041802155856,1.048286138139989,0.009504059106827537,2.208816997614685
46,2072.0,-0.0139596673793429,2.325598952868446,0.75,1.0375484712097933,1.7558007853486781,-1.7441992146513219,2.325598952868446,1.7441992146513219,1.0481342374512743,0.010099628333124753,2.2187987661996003
47,2073.0,-0.01489850387363284,2.3348032322242305,0.75,1.036844343839076,1.7488975758318406,-1.7511024241681594,2.3348032322242305,1.7511024241681594,1.0479961732609375,0.010641097464279468,2.2278738146144876
48,2074.0,-0.015751822588244885,2.343169101975329,0.75,1.036204354803117,1.7426231735185167,-1.7573768264814833,2.343169101975329,1.7573768264814833,1.047870685214671,0.011133368435785622,2.236124299531576
49,2075.0,-0.01652741326152593,2.3507729321055355,0.75,1.035622661798156,1.736920300920862,-1.763079699079138,2.3507729321055355,1.763079699079138,1.047756627762718,0.011580901177854238,2.2436249695935184
50,2076.0,-0.017232356071498207,2.3576841361248713,0.75,1.035093954690677,1.7317368979063603,-1.7682631020936397,2.3576841361248713,1.7682631020936397,1.0476529597024278,0.011987753096519673,2.2504438271186107
51,2077.0,-0.017873086269076972,2.3639658047285845,0.75,1.0346134070424928,1.7270256464535758,-1.7729743535464242,2.3639658047285845,1.7729743535464242,1.0475587346733721,0.01235761509345406,2.2566427317945728
52,2078.0,-0.018455452923905987,2.369675281736712,0.75,1.034176632051371,1.72274353869748,-1.77725646130252,2.369675281736712,1.77725646130252,1.0474730925182503,0.012693844416483281,2.2622779512547955
53,2079.0,-0.018984772319087212,2.3748646875718222,0.75,1.0337796425049852,1.7188514843211478,-1.7811485156788522,2.3748646875718222,1.7811485156788522,1.0473952514307237,0.012999494610214957,2.2674006630522703
54,2080.0,-0.019465876482232126,2.379581395053635,0.75,1.0334188143826264,1.7153139537097886,-1.7846860462902114,2.379581395053635,1.7846860462902114,1.0473245008184964,0.013277342814956131,2.2720574121907435
55,2081.0,-0.01990315729586285,2.3838684618539365,0.75,1.0330908537724035,1.712098653609563,-1.787901346390437,2.3838684618539365,1.787901346390437,1.047260194816492,0.013529914642245379,2.2762905280398384
56,2082.0,-0.020300606589836123,2.387765023559557,0.75,1.0327927668019234,1.7091762323303479,-1.7908237676696521,2.387765023559557,1.7908237676696521,1.0472017463909076,0.013759506836809106,2.2801385041505013
57,2083.0,-0.020661852581784105,2.3913066509315954,0.75,1.0325218323079626,1.706520011801319,-1.793479988198681,2.3913066509315954,1.793479988198681,1.047148621980327,0.013968207917518715,2.283636344198447
58,2084.0,-0.020990192998227915,2.3945256746222205,0.75,1.0322755769956296,1.70410574403335,-1.79589425596665,2.3945256746222205,1.79589425596665,1.0471003366249676,0.01415791697395636,2.286815877015471
59,2085.0,-0.021288625178718427,2.397451480313304,0.75,1.0320517528602617,1.7019113897650378,-1.7980886102349622,2.397451480313304,1.7980886102349622,1.0470564495396015,0.014330360780392945,2.2897060434205634
60,2086.0,-0.021559873437817723,2.40011077697114,0.75,1.0318483166659373,1.699916917271661,-1.800083082728339,2.40011077697114,1.800083082728339,1.0470165600897339,0.014487109375325009,2.292333157333672
61,2087.0,-0.021806413934702035,2.4025278406660844,0.75,1.031663411293274,1.6981041195004531,-1.8018958804995469,2.4025278406660844,1.8018958804995469,1.0469803041343098,0.014629590242101403,2.29472114344367
62,2088.0,-0.022030497277414705,2.4047247361828754,0.75,1.0314953487862395,1.6964564478628603,-1.8035435521371397,2.4047247361828754,1.8035435521371397,1.0469473507015579,0.014759101214558694,2.2968917535074453
63,2089.0,-0.022234169068117905,2.4067215184446713,0.75,1.0313425949432122,1.6949588611665134,-1.8050411388334866,2.4067215184446713,1.8050411388334866,1.046917398967631,0.014876822220909853,2.2988647631780195
64,2090.0,-0.022419288576895666,2.4085364155895514,0.75,1.031203755311629,1.6935976883078536,-1.8064023116921464,2.4085364155895514,1.8064023116921464,1.0468901755104578,0.014983825969309838,2.3006581510951354
65,2091.0,-0.02258754571457684,2.41018599537074,0.75,1.031077562458368,1.6923605034719629,-1.8076394965280371,2.41018599537074,1.8076394965280371,1.04686543181374,0.01508108766951924,2.302288261820803
66,2092.0,-0.022740476459518738,2.4116853163995824,0.75,1.0309628643996616,1.6912360127003316,-1.8087639872996684,2.4116853163995824,1.8087639872996684,1.0468429419983074,0.015169493876829828,2.303769954063923
67,2093.0,-0.022879476879178802,2.413048065611936,0.75,1.0308586140849165,1.6902139507910667,-1.8097860492089333,2.413048065611936,1.8097860492089333,1.046822500760122,0.015249850536851933,2.305116735511289
68,2094.0,-0.02300581587447379,2.4142866832128673,0.75,1.0307638598384452,1.6892849875903684,-1.8107150124096316,2.4142866832128673,1.8107150124096316,1.046803921496108,0.015322890302835424,2.3063408854662413
69,2095.0,-0.02312064676326666,2.4154124762402485,0.75,1.0306777366718507,1.6884406428198329,-1.8115593571801671,2.4154124762402485,1.8115593571801671,1.0467870346006973,0.015389279190863893,2.3074535663900546
70,2096.0,-0.023225017808723943,2.416435721783947,0.75,1.0305994583877576,1.6876732086620592,-1.8123267913379408,2.416435721783947,1.8123267913379408,1.0467716859175418,0.0154496226324736,2.308464925344092
71,2097.0,-0.02331988178865442,2.4173657608028734,0.75,1.0305283104028098,1.6869756793978652,-1.8130243206021348,2.4173657608028734,1.8130243206021348,1.046757735332258,0.015504470978947806,2.309384186242065
72,2098.0,-0.02340610469318529,2.4182110833963133,0.75,1.0304636432244116,1.6863416874527855,-1.8136583125472145,2.4182110833963133,1.8136583125472145,1.0467450554933564,0.01555432450671661,2.310219733740755
73,2099.0,-0.023484473630174738,2.418979406307974,0.75,1.0304048665216696,1.68576544526904,-1.81423455473096,2.418979406307974,1.81423455473096,1.0467335306496814,0.01559963796886971,2.310979189523597
74,2100.0,-0.02355570401052752,2.419677743370256,0.75,1.030351443736405,1.6852416924723286,-1.8147583075276714,2.419677743370256,1.8147583075276714,1.0467230555937472,0.015640824733774077,2.311669481664096
75,2101.0,-0.023620446079006582,2.4203124695318157,0.75,1.0303028871850457,1.6847656478511592,-1.8152343521488408,2.4203124695318157,1.8152343521488408,1.0467135347013239,0.015678260548107757,2.312296907694466
76,2102.0,-0.02367929085015884,2.4208893790529165,0.75,1.0302587536066814,1.684332965710334,-1.815667034289666,2.4208893790529165,1.815667034289666,1.0467048810585073,0.015712286958282234,2.312867191948823
77,2103.0,-0.023732775503542775,2.421413738399818,0.75,1.0302186401166435,1.6839396962001585,-1.8160603037998415,2.421413738399818,1.8160603037998415,1.0466970156683038,0.015743214421165573,2.313385537699058
78,2104.0,-0.02378138828750956,2.421890334321061,0.75,1.0301821805286684,1.6835822492592267,-1.8164177507407733,2.421890334321061,1.8164177507407733,1.0466898667294853,0.015771325132244985,2.31385667455496
79,2105.0,-0.02382557297630313,2.422323517544527,0.75,1.0301490420120731,1.6832573618416276,-1.8167426381583724,2.422323517544527,1.8167426381583724,1.0466833689811332,0.01579687559682448,2.3142849015576457
80,2106.0,-0.023865732921166987,2.4227172424941723,0.75,1.0301189220534253,1.6829620681293935,-1.8170379318706065,2.4227172424941723,1.8170379318706065,1.0466774631068885,0.015820098967557716,2.314674126356689
81,2107.0,-0.023902234732439288,2.4230751033889986,0.75,1.030091545694971,1.6826936724582742,-1.8173063275417258,2.4230751033889986,1.8173063275417258,1.046672095193466,0.015841207169500618,2.3150279008261125
82,2108.0,-0.02393541162624916,2.423400367053801,0.75,1.0300666630246138,1.6824497247096726,-1.8175502752903274,2.423400367053801,1.8175502752903274,1.046667216238494,0.01586039283196351,2.315349453442329
83,2109.0,-0.02396556646636546,2.4236960027412153,0.75,1.0300440468945264,1.682227997944112,-1.817772002055888,2.4236960027412153,1.817772002055888,1.0466627817031828,0.015877831044697643,2.315641718717899
84,2110.0,-0.023992974528966215,2.423964709237301,0.75,1.0300234908475758,1.682026468072048,-1.817973531927952,2.423964709237301,1.817973531927952,1.0466587511057417,0.015893680954362208,2.315907363958411
85,2111.0,-0.024017886015567695,2.4242089394981003,0.75,1.0300048072326249,1.6818432953764493,-1.8181567046235507,2.4242089394981003,1.8181567046235507,1.0466550876518297,0.01590808721577965,2.3161488135855834
86,2112.0,-0.024040528337053,2.424430923042074,0.75,1.029987825491511,1.6816768077184694,-1.8183231922815306,2.424430923042074,1.8183231922815306,1.04665175789867,0.015921181311169617,2.3163682712476668
87,2113.0,-0.024061108189650533,2.424632686302834,0.75,1.0299723906020626,1.6815254852728994,-1.8184745147271006,2.424632686302834,1.8184745147271006,1.0466487314497586,0.01593308274935456,2.316567739918215
88,2114.0,-0.02407981344181344,2.4248160711279607,0.75,1.0299583616629404,1.6813879466540549,-1.8186120533459451,2.4248160711279607,1.8186120533459451,1.0466459806773818,0.015943900155849518,2.3167490401660333
89,2115.0,-0.024096814849224872,2.4249827515927787,0.75,1.0299456106073819,1.6812629363054417,-1.8187370636945583,2.4249827515927787,1.8187370636945583,1.0466434804704094,0.015953732263753063,2.3169138267625575
90,2116.0,-0.024112267613584967,2.425134249282584,0.75,1.029934021034112,1.6811493130380883,-1.8188506869619117,2.425134249282584,1.8188506869619117,1.0466412080050624,0.015962668814459402,2.317063603777823
91,2117.0,-0.024126312799409293,2.425271947182823,0.75,1.0299234871447436,1.6810460396129094,-1.8189539603870906,2.425271947182823,1.8189539603870906,1.0466391425365589,0.01597079137639019,2.3171997383024574
92,2118.0,-0.024139078621772392,2.4253971023040295,0.75,1.0299139127779713,1.6809521732720045,-1.8190478267279955,2.4253971023040295,1.8190478267279955,1.0466372652097409,0.015978174089203975,2.31732347292067
93,2119.0,-0.02415068161675192,2.4255108571567696,0.75,1.0299052105317366,1.6808668571324494,-1.8191331428675506,2.4255108571567696,1.8191331428675506,1.0466355588869496,0.01598488434026168,2.3174359370478417
94,2120.0,-0.024161227705258068,2.4256142501813396,0.75,1.0298973009653571,1.680789312364022,-1.819210687635978,2.4256142501813396,1.819210687635978,1.046634007991581,0.01599098337951054,2.317538157236002
95,2121.0,-0.024170813159959694,2.4257082252274342,0.75,1.0298901118743309,1.6807188310794516,-1.8192811689205484,2.4257082252274342,1.8192811689205484,1.0466325983658897,0.01599652687838974,2.317631066541114
96,2122.0,-0.024179525484134046,2.42579364017032,0.75,1.0298835776312,1.6806547698722873,-1.8193452301277127,2.42579364017032,1.8193452301277127,1.0466313171417465,0.016001565437849644,2.3177155130375215
97,2123.0,-0.024187444210462813,2.4258712747421707,0.75,1.0298776385864534,1.6805965439433996,-1.8194034560566004,2.4258712747421707,1.8194034560566004,1.0466301526231687,0.016006145050119637,2.317792267557179
98,2124.0,-0.024194641627066582,2.425941837650051,0.75,1.0298722405240006,1.68054362176249,-1.81945637823751,2.425941837650051,1.81945637823751,1.0466290941795504,0.016010307518429388,2.317862030724208
99,2125.0,-0.024201183437405453,2.4260059730455303,0.75,1.0298673341662465,1.680495520215881,-1.819504479784119,2.4260059730455303,1.819504479784119,1.0466281321486184,0.016014090838513653,2.3179254393489246
100,2126.0,-0.024207129360069895,2.426064266404986,0.75,1.0298628747242482,1.6804518001962896,-1.8195481998037104,2.426064266404986,1.8195481998037104,1.0466272577482265,0.016017529545376222,2.317983072239642
101,2127.0,-0.024212533673937178,2.426117249874273,0.75,1.0298588214888478,1.6804120625943246,-1.8195879374056754,2.426117249874273,1.8195879374056754,1.0466264629961872,0.016020655028479373,2.3180354554852403
102,2128.0,-0.024217445713670016,2.4261654071265553,0.75,1.029855137459048,1.680375944655113,-1.819624055344887,2.4261654071265553,1.819624055344887,1.0466257406374029,0.016023495818229493,2.3180830672566897
103,2129.0,-0.024221910320080656,2.4262091777776402,0.75,1.02985178900424,1.6803431166667995,-1.8196568833332005,2.4262091777776402,1.8196568833332005,1.0466250840776368,0.01602607784637478,2.318126342171318
104,2130.0,-0.02422596824947171,2.4262489613991214,0.75,1.0298487455571967,1.6803132789506896,-1.8196867210493104,2.4262489613991214,1.8196867210493104,1.0466244873233144,0.016028424682686986,2.318165675259636
105,2131.0,-0.024229656545690512,2.4262851211659724,0.75,1.0298459793350327,1.680286159125552,-1.819713840874448,2.4262851211659724,1.819713840874448,1.0466239449268118,0.016030557750092628,2.3182014255708983
106,2132.0,-0.024233008878293345,2.426317987171883,0.75,1.0298434650855806,1.6802615096211198,-1.8197384903788802,2.426317987171883,1.8197384903788802,1.046623451936723,0.016032496520206913,2.3182339194503103
107,2133.0,-0.02423605584990661,2.426347859442601,0.75,1.0298411798568707,1.6802391054180814,-1.8197608945819186,2.426347859442601,1.8197608945819186,1.0466230038526623,0.016034258691063497,2.318263453517756
108,2134.0,-0.024238825275590747,2.426375010674798,0.75,1.0298391027876075,1.6802187419939336,-1.8197812580060664,2.426375010674798,1.8197812580060664,1.0466225965841793,0.01603586034865621,2.3182902973752544
109,2135.0,-0.024241342436757123,2.4263996887254486,0.75,1.0298372149167327,1.680200233455946,-1.819799766544054,2.4263996887254486,1.819799766544054,1.0466222264134195,0.01603731611376713,2.318314696067817
110,2136.0,-0.024243630311955866,2.4264221188744557,0.75,1.0298354990103338,1.6801834108441913,-1.8198165891558087,2.4264221188744557,1.8198165891558087,1.0466218899611845,0.016038639275424784,2.318336872320187
111,2137.0,-0.024245709786641458,2.426442505881177,0.75,1.0298339394043194,1.6801681205891505,-1.8198318794108495,2.426442505881177,1.8198318794108495,1.0466215841560838,0.0160398419122042,2.318357028569859
112,2138.0,-0.024247599843830934,2.426461035853623,0.75,1.0298325218614275,1.6801542231098168,-1.8198457768901832,2.426461035853623,1.8198457768901832,1.046621306206497,0.01604093500248043,2.3183753488149277
113,2139.0,-0.02424931773739523,2.4264778779473906,0.75,1.0298312334412543,1.6801415915394915,-1.8198584084605085,2.4264778779473906,1.8198584084605085,1.0466210535750906,0.01604192852464127,2.318392000293639
114,2140.0,-0.024250879149565554,2.4264931859098446,0.75,1.0298300623821264,1.6801301105676514,-1.8198698894323486,2.4264931859098446,1.8198698894323486,1.0466208239556538,0.016042831548169992,2.3184071350109665
115,2141.0,-0.024252298334092637,2.4265070994836395,0.75,1.0298289979937312,1.6801196753873056,-1.8198803246126944,2.4265070994836395,1.8198803246126944,1.0466206152520467,0.016043652316433517,2.3184208911261406
116,2142.0,-0.024253588246365768,2.4265197456823957,0.75,1.0298280305595262,1.6801101907382385,-1.8198898092617615,2.4265197456823957,1.8198898092617615,1.0466204255590654,0.01604439832193161,2.3184333942138
117,2143.0,-0.024254760661679368,2.4265312399501764,0.75,1.029827151248041,1.6801015700374036,-1.8198984299625964,2.4265312399501764,1.8198984299625964,1.0466202531450488,0.016045076374688175,2.3184447584102776
118,2144.0,-0.024255826282726777,2.426541687215347,0.75,1.0298263520322555,1.680093734588526,-1.819906265411474,2.426541687215347,1.819906265411474,1.0466200964360712,0.016045692664417074,2.318455087455473
119,2145.0,-0.02425679483730254,2.426551182848443,0.75,1.0298256256163236,1.6800866128637049,-1.8199133871362951,2.426551182848443,1.8199133871362951,1.0466199540015748,0.016046252817023893,2.318464475639829
120,2146.0,-0.02425767516710507,2.4265598135327817,0.75,1.0298249653689717,1.6800801398504515,-1.8199198601495485,2.4265598135327817,1.8199198601495485,1.0466198245413096,0.01604676194596105,2.3184730086650545
