index,fraction,debt,capital,income,year
77,1,2.4433838855593892,7.556616114440611,-0.017858885841968302,2103.0
78,1,2.4446602242768045,7.555339775723196,-0.01797100840453309,2104.0
79,1,2.445847113171502,7.554152886828498,-0.01807526185259121,2105.0
80,1,2.446950846148247,7.553049153851752,-0.0181722013850767,2106.0
81,1,2.4479772708956617,7.552022729104339,-0.01826234263662978,2107.0
82,1,2.4489318209727524,7.551068179027247,-0.018346164549644883,2108.0
83,1,2.449819545527886,7.550180454472114,-0.018424112030825685,2109.0
84,1,2.4506451368328723,7.549354863167128,-0.018496598409334885,2110.0
85,1,2.45141295579967,7.54858704420033,-0.018564007712153933,2111.0
86,1,2.4521270556335337,7.547872944366466,-0.018626696770937295,2112.0
87,1,2.4527912037638737,7.547208796236126,-0.018684997173439744,2113.0
88,1,2.453408902182735,7.546591097817265,-0.018739217071503927,2114.0
89,1,2.4539834063104196,7.546016593689581,-0.018789642856602295,2115.0
90,1,2.454517742498276,7.545482257501725,-0.018836540713027452,2116.0
91,1,2.455014724270043,7.544985275729957,-0.018880158058004345,2117.0
92,1,2.4554769673951875,7.544523032604813,-0.01892072487725072,2118.0
93,1,2.4559069038804306,7.544093096119569,-0.01895845496383102,2119.0
94,1,2.4563067949590067,7.543693205040993,-0.018993547067527383,2120.0
95,1,2.456678743151098,7.543321256848902,-0.019026185961381475,2121.0
96,1,2.457024703463289,7.542975296536711,-0.01905654343154338,2122.0
97,1,2.4573464937897382,7.542653506210262,-0.01908477919608442,2123.0
98,1,2.4576458045730396,7.54235419542696,-0.019111041757997722,2124.0
99,1,2.457924207778395,7.542075792221604,-0.019135469197207027,2125.0
100,1,2.458183165230702,7.541816834769298,-0.01915818990603912,2126.0
101,1,2.458424036360484,7.5415759636395165,-0.019179323272275638,2127.0
102,1,2.4586480854011827,7.541351914598817,-0.019198980313591244,2128.0
103,1,2.4588564880771884,7.541143511922812,-0.019217264266898546,2129.0
104,1,2.4590503378190953,7.540949662180905,-0.019234271135856698,2130.0
105,1,2.459230651539995,7.540769348460005,-0.019250090199560057,2131.0
106,1,2.4593983750041413,7.540601624995858,-0.01926480448519788,2132.0
107,1,2.459554387817054,7.540445612182946,-0.019278491207271233,2133.0
