index,MPC,primary deficit,debt,consumption,capital,r,ANMP,income,year,debt_chg,consumption_chg,capital_chg,income_chg,wage_chg,cap_income_chg
11,0.25,0.06,0.6568739361613335,1.453026715116047,9.83578151595967,0.011339817646753056,0.010946283300163367,1.603613338105778,2037.0,0.6568739361613335,0.01506462561381472,-0.16421848404032957,0.06565124860354588,-0.007805963031538547,0.07345721163508417
12,0.25,0.06,0.717151254271592,1.4530392184903476,9.820712186432106,0.011413141933781637,0.010982945443677658,1.604177930280091,2038.0,0.717151254271592,0.015077128988115307,-0.17928781356789436,0.0662158407778588,-0.008526672649768084,0.07474251342762685
13,0.25,0.06,0.7775605973510725,1.4530528761775088,9.805609850662236,0.011486815577688922,0.0110197822656313,1.6047516475641959,2039.0,0.7775605973510725,0.015090786675276524,-0.19439014933776377,0.06678955806196374,-0.009249715873969527,0.07603927393593322
14,0.25,0.06,0.8381111807260612,1.4530677022940102,9.790472204818489,0.011560851880312861,0.011056800416943263,1.6053346617087163,2040.0,0.8381111807260612,0.015105612791777911,-0.20952779518151132,0.06737257220648418,-0.009975211065089926,0.0773477832715739
15,0.25,0.06,0.8988123365798706,1.453083711784356,9.775296915855037,0.011635264421365421,0.011094006687469543,1.605927151185325,2041.0,0.8988123365798706,0.01512162228212377,-0.22470308414496287,0.06796506168309291,-0.010703278519821002,0.07866834020291384
16,0.25,0.06,0.9596735205754084,1.4531009204462013,9.760081619856154,0.011710067070559257,0.011131408012066468,1.6065293014150346,2042.0,0.9596735205754084,0.015138830943969062,-0.23991838014384648,0.06856721191280246,-0.011434040565696024,0.08000125247849857
17,0.25,0.06,1.0207043186803824,1.4531193449569828,9.74482392032991,0.011785274000230259,0.011169011476901969,1.6071413050086327,2043.0,1.0207043186803824,0.015157255454750551,-0.2551760796700897,0.0691792155064006,-0.012167621659589881,0.08134683716599045
18,0.25,0.06,1.0819144542071772,1.4531390029021323,9.729521386448212,0.01186089969848346,0.01120682432602857,1.6077633620199003,2044.0,1.0819144542071772,0.015176913399900016,-0.2704786135517878,0.06980127251766821,-0.012904148489817047,0.0827054210074852
19,0.25,0.06,1.1433137950800676,1.4531599128049582,9.71417155122999,0.011936958982891668,0.011244853968232674,1.608395680212292,2045.0,1.1433137950800676,0.015197823302725899,-0.28582844877001,0.07043359071005995,-0.013643750082032509,0.08407734079209225
20,0.25,0.06,1.2049123613430819,1.45318209415828,9.698771909664236,0.012013467014777485,0.011283107984175589,1.6090384753397995,2046.0,1.2049123613430819,0.01522000465604778,-0.3012280903357638,0.07107638583756737,-0.014386557909151736,0.08546294374671908
21,0.25,0.06,1.2667203329225494,1.4532055674579114,9.68331991676937,0.012090439314111592,0.011321594133842636,1.6096919714427749,2047.0,1.2667203329225494,0.015243477955679152,-0.31668008323062935,0.07172988194054275,-0.01513270600551912,0.08686258794606175
22,0.25,0.06,1.3287480576591097,1.4532303542380942,9.66781298558523,0.01216789177506232,0.011360320364318,1.6103564011595344,2048.0,1.3287480576591097,0.015268264735861958,-0.33218701441476917,0.07239431165730226,-0.015882331085567844,0.08827664274287006
23,0.25,0.06,1.3910060596247822,1.4532564771089904,9.652248485093812,0.012245840682233194,0.011399294817903444,1.6110320060546302,2049.0,1.3910060596247822,0.015294387606758164,-0.3477515149061876,0.07306991655239803,-0.016635572667226817,0.08970548921962469
24,0.25,0.06,1.4535050477415528,1.453283959796349,9.636623738064621,0.012324302727628161,0.011438525840600927,1.611719036964726,2050.0,1.4535050477415528,0.01532187029411669,-0.36337626193537886,0.07375694746249395,-0.017392573200348125,0.09114952066284185
25,0.25,0.05363559896743621,1.5162559247188665,1.4517217269253289,9.620936018820291,0.012403295028386135,0.011478021990979914,1.6060533533305257,2051.0,1.5162559247188665,0.013759637423096605,-0.3790639811797085,0.06809126382829356,-0.018153478200443572,0.08624474202873722
26,0.25,0.047882749628439226,1.5729684091674547,1.4503107066318872,9.606757897708144,0.012474871332345483,0.011513810142959574,1.6009397027388728,2052.0,1.5729684091674547,0.01234861712965496,-0.39324210229185574,0.06297761323664064,-0.0188419014991571,0.08181951473579777
27,0.25,0.042681965057726035,1.6242314230793091,1.4490359937490667,9.59394214423018,0.012539721877115315,0.011546235415344497,1.5963230252744753,2053.0,1.6242314230793091,0.01107390424683441,-0.40605785576982,0.058360935772243216,-0.019464780330575554,0.07782571610281899
28,0.25,0.037979674009504014,1.6705750479668522,1.4478842001064662,9.582356238008295,0.012598473758947404,0.011575611356260535,1.5921539775417162,2054.0,1.6705750479668522,0.00992211060423398,-0.4176437619917053,0.05419188803948405,-0.020028382087768862,0.074220270127253
29,0.25,0.03372760977362204,1.7124766513668501,1.4468432917796694,9.571880837158295,0.012651696503827511,0.011602222728700595,1.5883883002571242,2055.0,1.7124766513668501,0.008881202277437161,-0.42811916284170515,0.050426210754892065,-0.020538370046985128,0.07096458080187709
30,0.25,0.0298822661322969,1.7503663326766894,1.4459024452204154,9.562408416830834,0.012699907185944645,0.011626328069759162,1.584986262294435,2056.0,1.7503663326766894,0.00794035571818319,-0.4375915831691657,0.047024172792202945,-0.020999862458748773,0.06802403525095191
31,0.25,0.026404412386055516,1.784631771064735,1.4450519198470144,9.553842057233823,0.012743575122612413,0.011648162038093046,1.5819121709171293,2057.0,1.784631771064735,0.0070898303447821664,-0.4461579427661775,0.0439500814148972,-0.021417485707188526,0.06536756712208566
32,0.25,0.023258660484085494,1.8156225470213414,1.4442829450195904,9.546094363244672,0.012783126174509496,0.01166793756404158,1.579133939460548,2058.0,1.8156225470213414,0.00632085551735817,-0.45390563675532825,0.0411718499583158,-0.021795422159414754,0.06296727211773065
33,0.25,0.020413078203651094,1.8436539996131533,1.4435876196157975,9.539086500096719,0.012818946679446913,0.011685847816510303,1.5766227050058284,2059.0,1.8436539996131533,0.005625530113565258,-0.4609134999032811,0.03866061550359623,-0.022137453257129968,0.06079806876072624
34,0.25,0.01783884310082349,1.8690106733992025,1.4429588226687737,9.532747331650206,0.012851387046887486,0.011702068000230575,1.574352489663354,2060.0,1.8690106733992025,0.004996733166541478,-0.4672526683497935,0.03639040016112194,-0.02244699834153507,0.05883739850265706
35,0.25,0.015509932621400501,1.8919494020382601,1.4423901337377343,9.527012649490441,0.012880765039241876,0.011716756996407784,1.5722998999891264,2061.0,1.8919494020382601,0.004428044235502027,-0.472987350509559,0.03433781048689433,-0.022727149648842086,0.05706496013573634
36,0.25,0.013402846333919718,1.912702069676683,1.441875761858949,9.521824482580836,0.012907368764622784,0.011730058859098225,1.5704438598220194,2062.0,1.912702069676683,0.003913672356716802,-0.47817551741916375,0.03248177031978727,-0.02298070386633576,0.055462474186123115
37,0.25,0.011496356740554822,1.9314780860997791,1.4414104820759694,9.517130478475062,0.01293145940431692,0.011742104178945306,1.5687653724769306,2063.0,1.9314780860997791,0.003448392573737191,-0.4828695215249379,0.030803282974698476,-0.023210190597113305,0.05401347357181187
38,0.25,0.009771285548481591,1.948466607228773,1.4409895786770974,9.512883348192814,0.01295327369677722,0.01175301132517545,1.5672473087778074,2064.0,1.948466607228773,0.003027489174865172,-0.48711665180718633,0.02928521927557526,-0.02341789804464773,0.05270311732022314
39,0.25,0.008210302654079474,1.963838528742297,1.4406087943787258,9.509040367814432,0.012973026198482202,0.011762887576027947,1.5658742178815073,2065.0,1.963838528742297,0.002646704876493544,-0.49095963218556804,0.027912128379275147,-0.023605896195563636,0.0515180245748388
40,0.25,0.006797745413530898,1.9777482773062762,1.4402642847882017,9.505562930673436,0.012990911340579184,0.011771830147076431,1.5646321582417013,2066.0,1.9777482773062762,0.0023021952859694217,-0.4944370693265636,0.0266700687394692,-0.023776057749943333,0.05044612648941271
41,0.25,0.0055194560530715,1.9903354210339372,1.4399525775617283,9.502416144741522,0.013007105298841498,0.011779927126207596,1.5635085464025837,2067.0,1.9903354210339372,0.001990488059496087,-0.4975838552584779,0.025546456900351622,-0.02393007702265275,0.0494765339230044
42,0.25,0.004362635316283082,2.001726118305357,1.4396705357435002,9.499568470423666,0.013021767693141506,0.011787258323357586,1.5624920216041123,2068.0,2.001726118305357,0.0017084462412679802,-0.5004315295763337,0.024529932101880147,-0.02406948701618898,0.04859941911806911
43,0.25,0.003315710659426578,2.012034421900501,1.4394153248334667,9.49699139452488,0.013035043131376378,0.011793896042475022,1.5615723244315018,2069.0,2.012034421900501,0.001453235331234426,-0.5030086054751202,0.023610234929269724,-0.024195674845067242,0.04780590977433689
44,0.25,0.002368217493125552,2.021363453496252,1.4391843831842477,9.494659136625941,0.013047062611590401,0.01179990578258204,1.5607401879580016,2070.0,2.021363453496252,0.0012222936820154295,-0.5053408633740588,0.022778098455769502,-0.02430989567349187,0.047087994129261075
45,0.25,0.0015106921333249272,2.0298064619088354,1.4389753953739515,9.492548384522795,0.013057944794915857,0.011805346874244768,1.5599872400169217,2071.0,2.0298064619088354,0.0010133058717192167,-0.5074516154772049,0.022025150514689562,-0.024413285311728497,0.0464384358264182
46,0.25,0.0007345752694159218,2.037447776996168,1.4387862682419699,9.490638055750962,0.013067797160907002,0.011810273057240334,1.5593059154008269,2072.0,2.037447776996168,0.0008241787397376132,-0.5093619442490382,0.021343825898594737,-0.024506871601998475,0.045850697500593236
47,0.25,3.212488533457553e-05,2.044363669842882,1.438615109310087,9.488909082539283,0.013076717055865578,0.011814733004719635,1.5586893769264576,2073.0,2.044363669842882,0.0006530198078547045,-0.5110909174607166,0.02072728742422547,-0.024591584711647633,0.045318872135873
48,0.25,-0.0006036623174747598,2.050623128710934,1.4384602073421373,9.48734421782227,0.013084792643851276,0.011818770798712477,1.5581314444264323,2074.0,2.050623128710934,0.0004981178399050545,-0.5126557821777293,0.020169354924200134,-0.024668266439634195,0.044837621363834304
49,0.25,-0.00117912184619016,2.056288559231018,1.4383200148225932,9.485927860192248,0.013092103769232921,0.011822426361403293,1.557626530835655,2075.0,2.056288559231018,0.00035792532036094116,-0.5140721398077517,0.019664441333422822,-0.024737678631880144,0.044402119965302765
50,0.25,-0.0016999854539530349,2.061416416417591,1.4381931321583397,9.484645895895605,0.013098722738863117,0.011825735846218405,1.557169584633871,2076.0,2.061416416417591,0.00023104265610740526,-0.5153541041043948,0.019207495131638774,-0.024800510791606754,0.04400800592324542
51,0.25,-0.0021714389715973663,2.066057775298646,1.4380782934289675,9.48348555617534,0.013104715031247924,0.011828731992410801,1.5567560379878065,2077.0,2.066057775298646,0.00011620392673528102,-0.5165144438246596,0.018793948485574363,-0.024857386962312697,0.043651335447887116
52,0.25,-0.002598174546704664,2.0702588462479516,1.4379743535295286,9.482435288438014,0.013110139939428223,0.011831444446500944,1.5563817600083623,2078.0,2.0702588462479516,1.2264027296371438e-05,-0.5175647115619864,0.018419670506130137,-0.024908871953442848,0.04332854245957313
53,0.25,-0.002984437840333797,2.074061440481581,1.437880276566164,9.481484639879605,0.013115051153689952,0.011833900053631816,1.5560430146017725,2079.0,2.074061440481581,-8.181293606823736e-05,-0.5185153601203947,0.0180809250995404,-0.024955476971958095,0.04303640207149845
54,0.25,-0.003334070675933294,2.07750339062283,1.4377951253796384,9.480624152344294,0.013119497289670295,0.011836123121621994,1.5557364224496062,2080.0,2.07750339062283,-0.00016696412259387117,-0.5193758476557058,0.017774332947374072,-0.02499766471685668,0.04277199766423074
55,0.25,-0.0036505495850616505,2.0806189307420335,1.4377180520847748,9.479845267314495,0.013123522366923338,0.011838135660248508,1.5554589267019563,2081.0,2.0806189307420335,-0.00024403741745748775,-0.5201547326855049,0.01749683719972417,-0.02503585398815767,0.04253269118788191
56,0.25,-0.003937020649933148,2.083439039833276,1.4376482895253333,9.479140240041684,0.013127166242549629,0.011839957598061654,1.5552077620119653,2082.0,2.083439039833276,-0.0003137999768989541,-0.5208597599583165,0.01724567250973319,-0.025070423856861153,0.04231609636659436
57,0.25,-0.00419633100287352,2.085991752292527,1.4375851435541507,9.478502061926871,0.013130465004073097,0.011841606978823388,1.554980426578692,2083.0,2.085991752292527,-0.0003769459480815751,-0.5214979380731286,0.017018337076459833,-0.02510171743790204,0.0421200545143619
58,0.25,-0.004431057306987797,2.088302438605857,1.4375279860575267,9.477924390348537,0.013133451325366821,0.01184310013947025,1.554774656899842,2084.0,2.088302438605857,-0.00043410344470551365,-0.5220756096514627,0.016812567397609834,-0.02513004530405856,0.041942612701668366
